Time (s),Cars,Trucks,Buses,Total Vehicles,Green Light (s),Red Light (s),Current Phase,Emergency Detected,timestamp,vehicle,count,emergency
,,,,,,,,,2025-07-25 09:38:26,car,12.0,False
,,,,,,,,,2025-07-25 09:38:26,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:26,car,12.0,False
,,,,,,,,,2025-07-25 09:38:26,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:26,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:26,car,12.0,False
,,,,,,,,,2025-07-25 09:38:26,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:26,car,13.0,False
,,,,,,,,,2025-07-25 09:38:26,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:26,car,16.0,False
,,,,,,,,,2025-07-25 09:38:26,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:26,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,14.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,14.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,14.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,16.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,16.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,13.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,15.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,14.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,14.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,13.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:27,car,13.0,False
,,,,,,,,,2025-07-25 09:38:27,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,13.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,13.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,13.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,14.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,13.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,15.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,14.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,14.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:28,car,16.0,False
,,,,,,,,,2025-07-25 09:38:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:28,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,15.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,15.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,15.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,14.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,16.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,15.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,15.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,15.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,16.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,15.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:29,car,16.0,False
,,,,,,,,,2025-07-25 09:38:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,17.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,15.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,15.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,14.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,14.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,13.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,15.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,13.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,13.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,14.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:30,car,14.0,False
,,,,,,,,,2025-07-25 09:38:30,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,14.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,15.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,15.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,15.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,14.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,15.0,False
,,,,,,,,,2025-07-25 09:38:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,14.0,False
,,,,,,,,,2025-07-25 09:38:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,14.0,False
,,,,,,,,,2025-07-25 09:38:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,13.0,False
,,,,,,,,,2025-07-25 09:38:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,16.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:31,car,15.0,False
,,,,,,,,,2025-07-25 09:38:31,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,16.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,18.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,16.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,18.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,16.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:32,car,17.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:32,car,15.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,14.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,15.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,13.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,3.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:32,car,13.0,False
,,,,,,,,,2025-07-25 09:38:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:32,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,12.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,14.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,14.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,15.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,14.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,16.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,16.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,16.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,13.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,14.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,car,16.0,False
,,,,,,,,,2025-07-25 09:38:33,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:34,car,15.0,False
,,,,,,,,,2025-07-25 09:38:34,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:34,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:34,car,14.0,False
,,,,,,,,,2025-07-25 09:38:34,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:34,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:34,car,13.0,False
,,,,,,,,,2025-07-25 09:38:34,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:34,car,14.0,False
,,,,,,,,,2025-07-25 09:38:34,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:34,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:34,car,14.0,False
,,,,,,,,,2025-07-25 09:38:34,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:34,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:34,car,14.0,False
,,,,,,,,,2025-07-25 09:38:34,bus,1.0,False
,,,,,,,,,2025-07-25 09:38:34,truck,1.0,False
