Time (s),Cars,Trucks,Buses,Total Vehicles,Green Light (s),Red Light (s),Current Phase,Emergency Detected,timestamp,vehicle,count,emergency
,,,,,,,,,2025-07-25 09:45:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:30,car,14.0,False
,,,,,,,,,2025-07-25 09:45:31,car,16.0,False
,,,,,,,,,2025-07-25 09:45:31,car,16.0,False
,,,,,,,,,2025-07-25 09:45:31,car,17.0,False
,,,,,,,,,2025-07-25 09:45:31,car,17.0,False
,,,,,,,,,2025-07-25 09:45:31,car,16.0,False
,,,,,,,,,2025-07-25 09:45:31,car,17.0,False
,,,,,,,,,2025-07-25 09:45:31,car,16.0,False
,,,,,,,,,2025-07-25 09:45:31,car,18.0,False
,,,,,,,,,2025-07-25 09:45:31,car,19.0,False
,,,,,,,,,2025-07-25 09:45:31,car,18.0,False
,,,,,,,,,2025-07-25 09:45:32,car,17.0,False
,,,,,,,,,2025-07-25 09:45:32,car,15.0,False
,,,,,,,,,2025-07-25 09:45:32,car,18.0,False
,,,,,,,,,2025-07-25 09:45:32,car,17.0,False
,,,,,,,,,2025-07-25 09:45:32,car,15.0,False
,,,,,,,,,2025-07-25 09:45:32,car,14.0,False
,,,,,,,,,2025-07-25 09:45:32,car,15.0,False
,,,,,,,,,2025-07-25 09:45:32,car,15.0,False
,,,,,,,,,2025-07-25 09:45:32,car,14.0,False
,,,,,,,,,2025-07-25 09:45:32,car,15.0,False
,,,,,,,,,2025-07-25 09:45:33,car,16.0,False
,,,,,,,,,2025-07-25 09:45:33,car,17.0,False
,,,,,,,,,2025-07-25 09:45:33,car,17.0,False
,,,,,,,,,2025-07-25 09:45:33,car,19.0,False
,,,,,,,,,2025-07-25 09:45:33,car,16.0,False
,,,,,,,,,2025-07-25 09:45:33,car,15.0,False
,,,,,,,,,2025-07-25 09:45:33,car,16.0,False
,,,,,,,,,2025-07-25 09:45:33,car,15.0,False
,,,,,,,,,2025-07-25 09:45:33,car,15.0,False
,,,,,,,,,2025-07-25 09:45:33,car,14.0,False
,,,,,,,,,2025-07-25 09:45:34,car,14.0,False
,,,,,,,,,2025-07-25 09:45:34,car,15.0,False
,,,,,,,,,2025-07-25 09:45:34,car,15.0,False
,,,,,,,,,2025-07-25 09:45:34,car,14.0,False
,,,,,,,,,2025-07-25 09:45:34,car,17.0,False
,,,,,,,,,2025-07-25 09:45:34,car,16.0,False
,,,,,,,,,2025-07-25 09:45:34,car,15.0,False
,,,,,,,,,2025-07-25 09:45:34,car,15.0,False
,,,,,,,,,2025-07-25 09:45:34,car,15.0,False
,,,,,,,,,2025-07-25 09:45:34,car,14.0,False
,,,,,,,,,2025-07-25 09:45:35,car,15.0,False
,,,,,,,,,2025-07-25 09:45:35,car,16.0,False
,,,,,,,,,2025-07-25 09:45:35,car,16.0,False
,,,,,,,,,2025-07-25 09:45:35,car,13.0,False
,,,,,,,,,2025-07-25 09:45:35,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:35,car,13.0,False
,,,,,,,,,2025-07-25 09:45:35,car,16.0,False
,,,,,,,,,2025-07-25 09:45:35,car,18.0,False
,,,,,,,,,2025-07-25 09:45:35,car,17.0,False
,,,,,,,,,2025-07-25 09:45:35,car,18.0,False
,,,,,,,,,2025-07-25 09:45:36,car,18.0,False
,,,,,,,,,2025-07-25 09:45:36,car,17.0,False
,,,,,,,,,2025-07-25 09:45:36,car,15.0,False
,,,,,,,,,2025-07-25 09:45:36,car,17.0,False
,,,,,,,,,2025-07-25 09:45:36,car,20.0,False
,,,,,,,,,2025-07-25 09:45:36,car,16.0,False
,,,,,,,,,2025-07-25 09:45:36,car,17.0,False
,,,,,,,,,2025-07-25 09:45:36,car,16.0,False
,,,,,,,,,2025-07-25 09:45:36,car,17.0,False
,,,,,,,,,2025-07-25 09:45:36,car,15.0,False
,,,,,,,,,2025-07-25 09:45:37,car,16.0,False
,,,,,,,,,2025-07-25 09:45:37,car,19.0,False
,,,,,,,,,2025-07-25 09:45:37,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:37,car,18.0,False
,,,,,,,,,2025-07-25 09:45:37,car,17.0,False
,,,,,,,,,2025-07-25 09:45:37,car,16.0,False
,,,,,,,,,2025-07-25 09:45:37,car,17.0,False
,,,,,,,,,2025-07-25 09:45:37,car,16.0,False
,,,,,,,,,2025-07-25 09:45:37,car,14.0,False
,,,,,,,,,2025-07-25 09:45:37,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:37,car,16.0,False
,,,,,,,,,2025-07-25 09:45:37,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:38,car,17.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:38,car,15.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:38,car,15.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:38,car,15.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:38,car,13.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:38,car,15.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:38,car,13.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:38,car,15.0,False
,,,,,,,,,2025-07-25 09:45:38,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,17.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,18.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,17.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,16.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,17.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,14.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,15.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,16.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:39,car,17.0,False
,,,,,,,,,2025-07-25 09:45:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:40,car,15.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:40,car,16.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:40,car,16.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:40,car,15.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:40,car,14.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:40,car,15.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:40,car,17.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:40,car,18.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:40,car,13.0,False
,,,,,,,,,2025-07-25 09:45:40,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,14.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,15.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,16.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,16.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,15.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,15.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,14.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,14.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:41,car,12.0,False
,,,,,,,,,2025-07-25 09:45:41,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,16.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,14.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,15.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,15.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,person,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,15.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,person,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,17.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,14.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:42,car,15.0,False
,,,,,,,,,2025-07-25 09:45:42,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,13.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,12.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,13.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,11.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,12.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,15.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,15.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,17.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:43,car,14.0,False
,,,,,,,,,2025-07-25 09:45:43,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,15.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,14.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,14.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,15.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,14.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,13.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,11.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,12.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:44,car,12.0,False
,,,,,,,,,2025-07-25 09:45:44,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,14.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,15.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,15.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,12.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,15.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,13.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,person,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,14.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,person,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,11.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:45,car,11.0,False
,,,,,,,,,2025-07-25 09:45:45,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:46,car,13.0,False
,,,,,,,,,2025-07-25 09:45:46,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:46,car,12.0,False
,,,,,,,,,2025-07-25 09:45:46,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:46,car,12.0,False
,,,,,,,,,2025-07-25 09:45:46,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:46,person,1.0,False
,,,,,,,,,2025-07-25 09:45:46,car,13.0,False
,,,,,,,,,2025-07-25 09:45:46,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:46,car,12.0,False
,,,,,,,,,2025-07-25 09:45:46,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:46,car,12.0,False
,,,,,,,,,2025-07-25 09:45:46,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:46,car,12.0,False
,,,,,,,,,2025-07-25 09:45:46,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,11.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,12.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,12.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,14.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,12.0,False
,,,,,,,,,2025-07-25 09:45:47,car,14.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,13.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,12.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,car,14.0,False
,,,,,,,,,2025-07-25 09:45:47,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:47,person,1.0,False
,,,,,,,,,2025-07-25 09:45:48,car,17.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:48,car,16.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:48,car,17.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:48,car,16.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:48,car,15.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:48,car,14.0,False
,,,,,,,,,2025-07-25 09:45:48,car,15.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:48,car,13.0,False
,,,,,,,,,2025-07-25 09:45:48,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,14.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,13.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,13.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,12.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,11.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,11.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,11.0,False
,,,,,,,,,2025-07-25 09:45:49,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:49,car,11.0,False
,,,,,,,,,2025-07-25 09:45:50,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:50,car,11.0,False
,,,,,,,,,2025-07-25 09:45:50,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:50,car,16.0,False
,,,,,,,,,2025-07-25 09:45:50,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:50,car,12.0,False
,,,,,,,,,2025-07-25 09:45:50,car,14.0,False
,,,,,,,,,2025-07-25 09:45:50,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:50,car,15.0,False
,,,,,,,,,2025-07-25 09:45:50,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:51,car,15.0,False
,,,,,,,,,2025-07-25 09:45:51,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:51,car,15.0,False
,,,,,,,,,2025-07-25 09:45:51,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:51,car,16.0,False
,,,,,,,,,2025-07-25 09:45:51,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:51,car,16.0,False
,,,,,,,,,2025-07-25 09:45:51,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:51,car,14.0,False
,,,,,,,,,2025-07-25 09:45:51,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:51,car,16.0,False
,,,,,,,,,2025-07-25 09:45:51,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,16.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,18.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,17.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,18.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,15.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,17.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,15.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:52,person,1.0,False
,,,,,,,,,2025-07-25 09:45:52,car,13.0,False
,,,,,,,,,2025-07-25 09:45:52,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,13.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,14.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,14.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,14.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,13.0,False
,,,,,,,,,2025-07-25 09:45:53,car,13.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,13.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,14.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:53,car,13.0,False
,,,,,,,,,2025-07-25 09:45:54,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:54,car,14.0,False
,,,,,,,,,2025-07-25 09:45:54,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:54,car,15.0,False
,,,,,,,,,2025-07-25 09:45:54,car,15.0,False
,,,,,,,,,2025-07-25 09:45:54,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:54,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:54,car,14.0,False
,,,,,,,,,2025-07-25 09:45:54,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:54,car,15.0,False
,,,,,,,,,2025-07-25 09:45:54,car,15.0,False
,,,,,,,,,2025-07-25 09:45:54,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:54,car,14.0,False
,,,,,,,,,2025-07-25 09:45:54,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,car,16.0,False
,,,,,,,,,2025-07-25 09:45:55,car,15.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,car,16.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,car,16.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,car,16.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,person,1.0,False
,,,,,,,,,2025-07-25 09:45:55,car,16.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,car,16.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:55,car,14.0,False
,,,,,,,,,2025-07-25 09:45:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,16.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,14.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,16.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,16.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,16.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,15.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,16.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:56,car,15.0,False
,,,,,,,,,2025-07-25 09:45:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,14.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,17.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,14.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,14.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,14.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,16.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,15.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,15.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:57,car,15.0,False
,,,,,,,,,2025-07-25 09:45:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,15.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,15.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,14.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,16.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,14.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,14.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,14.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:58,car,13.0,False
,,,,,,,,,2025-07-25 09:45:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,13.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,13.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,13.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,13.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,14.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,15.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:45:59,car,15.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,13.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:45:59,car,13.0,False
,,,,,,,,,2025-07-25 09:45:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,13.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,14.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,14.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,15.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,15.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,14.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,14.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,14.0,False
,,,,,,,,,2025-07-25 09:46:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:46:00,car,14.0,False
